Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Major 2nd (TV),7.49,"Comedy, Drama, Shounen, Sports",TV,25.0,"NHK, Shogakukan, NHK Enterprises",OLM,Manga,24 min. per ep.,1622.0,3292.0,24861,83,2901,13264,855,1056,6785
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.64,"Comedy, Seinen",Movie,1.0,"TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,1 hr. 45 min.,5192.0,9896.0,1292,2,42,550,22,60,618
Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,6.52,"Comedy, Parody",ONA,10.0,"TV Asahi, Asatsu DK",KIZAWA Studio,Other,5 min. per ep.,5817.0,6691.0,4610,4,310,1457,139,134,2570
Nanocore 3rd Season,6.509999194911844,"Action, Sci-Fi, Adventure, Mecha, Shounen",ONA,20.0,"TV Asahi, Asatsu DK",Coastline Animation Studio,Original,15 min. per ep.,11070.0,12964.0,361,0,37,78,15,34,197
Neko Neko Gong Show,6.509999194911844,Kids,ONA,6.0,"TV Asahi, Asatsu DK",dwarf,Original,1 min. per ep.,11110.0,16291.0,124,0,10,60,1,18,35
dwarf Movie Lab,6.509999194911844,Kids,ONA,13.0,"TV Asahi, Asatsu DK",dwarf,Other,39 sec. per ep.,13879.0,15404.0,169,0,9,93,2,18,47
Weaving,6.509999194911844,Fantasy,ONA,1.0,"TV Asahi, Asatsu DK",dwarf,Original,55 sec.,12844.0,14481.0,227,0,10,128,2,27,60
"PLUG, THe NeW WORLD",6.509999194911844,Fantasy,ONA,1.0,"TV Asahi, Asatsu DK",dwarf,Original,12 min.,11569.0,14990.0,194,0,11,112,4,13,54
Dungeon Meshi,5.88,Fantasy,ONA,2.0,Kadokawa,"Trigger, dwarf",Manga,58 sec. per ep.,8592.0,9849.0,1337,1,56,697,19,38,527
Monogatari no Aru Satou,6.07,Romance,ONA,1.0,Kadokawa,dwarf,Original,2 min.,7944.0,13207.0,330,0,15,182,4,30,99
Fettu to Ccine to Gummi Seijin,6.509999194911844,Comedy,ONA,1.0,Kadokawa,Pops Inc.,Original,3 min.,13956.0,16218.0,127,1,8,77,0,13,29
Boku wa Shitteru yo.,6.509999194911844,Slice of Life,ONA,1.0,Kadokawa,Pops Inc.,Original,3 min.,13479.0,14842.0,203,0,10,117,3,27,46
Peace Shitenchou,6.509999194911844,Comedy,ONA,5.0,Kadokawa,Pops Inc.,Other,35 sec. per ep.,11492.0,16714.0,103,0,8,47,1,19,28
Life: Jinsei no Taisetsu na Toki ni...,6.509999194911844,Slice of Life,ONA,1.0,Kadokawa,dwarf,Original,3 min.,15302.0,15375.0,173,0,8,116,0,15,34
Nishio no Yatsuzou,6.509999194911844,Samurai,Special,1.0,Kadokawa,Pops Inc.,Original,15 sec.,11176.0,16158.0,129,1,7,81,0,14,27
Ki de Tsukurou,6.509999194911844,Slice of Life,ONA,1.0,Kadokawa,Pops Inc.,Original,1 min.,14987.0,15538.0,164,0,9,106,1,13,35
Sougou Medical Koushiki,6.509999194911844,Drama,ONA,2.0,Kadokawa,Pops Inc.,Original,3 min. per ep.,12183.0,15840.0,144,0,9,82,0,14,39
Kinyoubi no Yakusoku,6.509999194911844,Drama,ONA,1.0,Kadokawa,Pops Inc.,Original,3 min.,15038.0,15093.0,188,0,10,115,1,16,46
Granblue Fantasy The Animation Season 2,6.78,"Adventure, Fantasy",TV,12.0,"Aniplex, Cygames, dugout",MAPPA,Game,23 min. per ep.,4524.0,2345.0,46692,77,4583,17206,1449,1790,21664
Luo Xiao Hei Zhan Ji: Fan Wai,6.509999194911844,"Comedy, Music, Parody, School",ONA,11.525519183386132,"Aniplex, Cygames, dugout",Toei Animation,Original,1 min.,15353.0,12525.0,433,2,138,1,37,44,213
Kero Kero Keroppi no Bokura no Ohimesama,6.509999194911844,"Kids, Fantasy",OVA,1.0,Sanrio,Toei Animation,Other,27 min.,14963.0,16630.0,108,0,7,39,4,15,43
High & Low: G-Sword OVA,6.509999194911844,"Action, Drama, Shounen",OVA,1.0,Sanrio,Toei Animation,Other,5 min.,14404.0,15133.0,189,1,8,63,8,24,86
Hug tto! Precure,7.72,"Action, Magic, Fantasy, Shoujo",TV,49.0,"Asahi Broadcasting, ABC Animation, Echoes",Toei Animation,Original,24 min. per ep.,974.0,4704.0,11216,186,1727,3248,741,718,4782
Brilliant Better,5.41,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,9893.0,10643.0,920,1,32,696,9,14,169
Fortissimo Bell,5.03,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10588.0,11223.0,738,0,23,599,6,11,99
Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,5.3,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10127.0,11130.0,755,0,21,558,7,15,154
Detarame Rock & Roll Theory,5.23,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10267.0,11026.0,779,1,23,632,5,12,107
Heart Beat,5.25,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10247.0,11314.0,708,0,20,565,6,13,104
Muteki We Are One!!,5.18,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10356.0,10348.0,1053,6,89,638,19,22,285
Dokidoki Dream!!!,5.39,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,9939.0,11159.0,744,0,20,577,5,12,130
Moushin Soloist Life!,5.02,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10598.0,11447.0,667,0,14,539,6,11,97
My Dearest Song,5.52,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,9637.0,11200.0,738,1,18,577,6,11,126
Neko Matsuri,5.89,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,8534.0,10500.0,983,1,34,742,14,14,179
Bang Babang Bang!!!,5.29,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10142.0,7206.0,3843,143,508,1626,99,97,1513
Tic Tac Dreamin',5.12,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,10479.0,11039.0,789,0,24,595,15,10,145
Trust,5.43,Music,Music,1.0,Sega,Akatsuki,Original,2 min.,9856.0,10316.0,1075,3,46,632,19,19,359
Spicy Swingy Style,5.16,Music,Music,1.0,Sega,Akatsuki,Original,1 min.,10389.0,11066.0,774,3,25,555,6,13,175
Session High⤴,5.63,Music,Music,1.0,Sega,Akatsuki,Original,1 min.,9340.0,11101.0,769,0,18,579,6,12,154
Bary-san no Shokoku Manyuuki,6.509999194911844,Comedy,TV,47.0,Tokyo MX,Kachidoki Studio,Original,30 sec. per ep.,13410.0,15570.0,161,0,15,41,4,44,57
Biju Tune!,6.509999194911844,Music,Music,11.525519183386132,NHK,Bones,Original,1 min.,13453.0,16397.0,121,0,31,0,12,37,41
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.29,"Action, Slice of Life, Comedy, Supernatural",Special,1.0,NHK,Bones,Web manga,1 hr.,2407.0,2039.0,58830,65,904,38974,395,460,18097
Flowering Heart 2,6.31,"Kids, Magic",TV,26.0,NHK,L²Studio,Original,11 min. per ep.,6841.0,10442.0,1019,33,134,230,32,63,560
Shi Wan Ge Leng Xiaohua Movie 2,6.509999194911844,"Action, Adventure, Comedy, Parody, Fantasy",Movie,1.0,NHK,L²Studio,Web manga,1 hr. 41 min.,11918.0,14868.0,203,0,11,50,7,22,113
Nintama Rantarou: Saraba Ninjutsu Gakuen no Dan,6.509999194911844,"Comedy, Kids",Special,2.0,NHK,Ajia-Do,Original,20 min. per ep.,11176.0,14650.0,218,0,10,65,5,38,100
Toilet no Kuni,6.509999194911844,"Kids, Music",ONA,1.0,NHK,Polygon Pictures,Original,1 min.,12534.0,14911.0,199,0,8,128,1,11,51
Hamaneko,5.53,Slice of Life,Special,1.0,NHK,Polygon Pictures,Original,22 min.,9604.0,13923.0,265,0,14,169,3,20,59
SNS Police,6.509999194911844,Police,ONA,24.0,NHK,Polygon Pictures,Web manga,5 min. per ep.,12106.0,13145.0,338,1,30,62,8,38,200
4 Shuunen Monst? Shiru ka yo!,5.2,"Game, Comedy",Special,1.0,NHK,Polygon Pictures,Game,15 sec.,10307.0,12123.0,496,0,18,222,11,50,195
Ajin 2nd Season OVA,7.1,"Action, Mystery, Horror, Supernatural, Seinen",OVA,1.0,NHK,Polygon Pictures,Manga,21 min.,3181.0,4796.0,10653,6,332,5384,183,114,4640
Yakiniku-ten Sengoku,6.509999194911844,"Slice of Life, Comedy",ONA,12.0,NHK,EMT Squared,Web manga,6 min. per ep.,12936.0,13067.0,344,0,29,69,10,38,198
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",6.3,"Slice of Life, Comedy, School, Shoujo",Special,1.0,DAX Production,EMT Squared,4-koma manga,4 min.,6883.0,7268.0,3761,1,134,1321,103,63,2140
Kimagure Mercy,6.4,Music,Music,1.0,Toy's Factory,"NAZ, Magia Doraglier",Music,3 min.,6409.0,11136.0,752,0,6,670,2,6,68
Pandora Voxx Complete,6.509999194911844,Music,Music,7.0,Toy's Factory,"NAZ, Magia Doraglier",Music,4 min. per ep.,11459.0,15279.0,180,1,11,91,1,7,70
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,"Comedy, Ecchi, Romance",TV,10.0,MAGES.,"NAZ, Magia Doraglier",Light novel,23 min. per ep.,10683.0,1495.0,92295,219,8176,40493,2309,13511,27806
Date A Live III,7.13,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12.0,"Nippon Columbia, Kadokawa",J.C.Staff,Light novel,24 min. per ep.,3087.0,658.0,223731,2534,14941,135419,4866,6129,62376
Ankoku Cat VS,6.509999194911844,"Action, Comedy",ONA,3.0,"Nippon Columbia, Kadokawa",Fanworks,Original,5 min. per ep.,13278.0,13710.0,280,0,12,132,8,23,105
Akashic Re:cords,6.43,"Game, Fantasy",ONA,1.0,"Nippon Columbia, Kadokawa",Boyan Pictures,Game,1 min.,6264.0,8622.0,2174,9,126,1205,26,90,727
Tenkyuu no Arculs,6.509999194911844,"Fantasy, Game",ONA,1.0,5pb.,Boyan Pictures,Game,1 min.,12441.0,14734.0,212,0,9,128,1,11,63
Shadowverse,5.94,"Fantasy, Game",ONA,11.525519183386132,5pb.,Boyan Pictures,Card game,1 min.,8423.0,10998.0,797,1,197,1,56,116,427
Mashiro Witch,6.509999194911844,"Game, Magic",ONA,1.0,5pb.,Boyan Pictures,Game,2 min.,15465.0,14375.0,235,0,14,136,2,8,75
Grand Marche no Meikyuu,6.509999194911844,"Fantasy, Game",ONA,1.0,5pb.,Boyan Pictures,Game,2 min.,14189.0,15390.0,171,0,5,105,2,8,51
Kakusansei Million Arthur,5.46,"Game, Music, Fantasy",ONA,1.0,5pb.,Boyan Pictures,Card game,1 min.,9802.0,11410.0,672,0,41,327,14,31,259
Kairisei Million Arthur,5.51,"Game, Music, Fantasy",ONA,2.0,5pb.,Boyan Pictures,Card game,1 min. per ep.,9677.0,11703.0,599,1,41,275,10,34,239
Shaonian Jinyiwei,6.39,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen",ONA,13.0,5pb.,Boyan Pictures,Original,18 min. per ep.,6440.0,11347.0,687,4,95,182,38,50,322
Daitai 3-pun de Wakaru .hack History,5.9,"Game, Comedy",ONA,1.0,Bandai Namco Entertainment,MAPPA,Other,5 min.,8527.0,10358.0,1048,1,58,422,22,50,496
Banana Fish,8.45,"Action, Adventure, Drama, Shoujo",TV,24.0,"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan",MAPPA,Manga,22 min. per ep.,121.0,323.0,415468,15886,44855,185959,19880,18821,145953
Piano no Mori (TV),7.33,"Adventure, Music, Comedy, Drama, School, Seinen",TV,12.0,NHK,Gaina,Manga,25 min. per ep.,2188.0,1622.0,82718,256,6276,40516,3172,5038,27716
Tsurune: Kazemai Koukou Kyuudoubu,7.58,"Sports, Drama, School",TV,13.0,"Lantis, Pony Canyon, Rakuonsha, Bandai Namco Arts",Kyoto Animation,Light novel,24 min. per ep.,1348.0,1566.0,87195,571,7015,41884,3010,3697,31589
Tsukumogami Kashimasu,6.71,"Slice of Life, Comedy, Historical, Demons, Supernatural",TV,12.0,"TMS Entertainment, Sony Music Communications, Being, Universal Music Japan, Kadokawa, NHK Enterprises",Telecom Animation Film,Novel,25 min. per ep.,4841.0,4317.0,13797,8,1244,4423,575,1685,5870
Souten no Ken: Regenesis,5.69,"Action, Historical, Martial Arts",ONA,12.0,Souten no Ken,Polygon Pictures,Manga,22 min. per ep.,9170.0,4994.0,9559,20,866,2451,276,1815,4151
Stone Age Episode 0,6.509999194911844,"Fantasy, Kids",Special,1.0,Souten no Ken,Nice Boat Animation,Game,30 min.,12249.0,16434.0,118,0,9,28,4,38,39
Stone Age,6.509999194911844,"Kids, Fantasy",TV,26.0,Souten no Ken,Nice Boat Animation,Game,10 min. per ep.,12227.0,15317.0,176,0,21,45,7,45,58
Dahufa,6.6,"Action, Adventure, Fantasy",Movie,1.0,Beijing Enlight Pictures,Nice Boat Animation,Original,1 hr. 33 min.,5353.0,12082.0,510,2,27,168,13,29,273
Naki no Ryuu: Hiryuu no Shou (1991),6.509999194911844,"Drama, Game, Seinen",OVA,1.0,"Gainax, Toshiba EMI",Madhouse,Manga,45 min.,15746.0,14673.0,212,0,14,41,3,27,127
Matsumotokiyoshi x Osomatsu-san,5.76,Comedy,ONA,9.0,"Gainax, Toshiba EMI",Madhouse,Manga,42 sec. per ep.,8984.0,9629.0,1461,1,99,291,31,66,974
An Ling Yu Shi Di Qi,6.03,"Sci-Fi, Adventure, Kids",TV,13.0,"Gainax, Toshiba EMI",Madhouse,Original,22 min. per ep.,8091.0,11570.0,624,1,25,181,15,51,352
Machibouke (2017),6.509999194911844,"Music, Kids",Music,1.0,Space Shower Music,Madhouse,Music,4 min.,15345.0,16083.0,133,0,6,97,1,9,20
Senro wa Tsudzuku yo Dokomademo,6.509999194911844,"Kids, Music",Music,1.0,Space Shower Music,Madhouse,Music,4 min.,11883.0,15838.0,145,0,6,95,1,13,30
Yadokari,6.509999194911844,Music,ONA,1.0,Space Shower Music,Madhouse,Original,2 min.,12940.0,15258.0,181,0,12,107,2,17,43
Hatoya,6.509999194911844,"Dementia, Music",ONA,1.0,Space Shower Music,Madhouse,Other,2 min.,14313.0,15057.0,190,1,7,140,0,11,32
Hayashi-fusai,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,3 min.,14321.0,15756.0,149,0,7,103,2,11,26
Wanna Be a Tuna,5.54,Music,Music,1.0,Space Shower Music,Madhouse,Music,2 min.,9580.0,14792.0,206,0,7,147,1,12,39
Nakano Harada Kekkon Kyousoukyoku,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,3 min.,15744.0,16064.0,135,1,8,85,1,12,29
Shukka Fuufu,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,3 min.,12082.0,16041.0,135,0,9,88,1,13,24
Hendo Garden,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,2 min.,14377.0,15925.0,142,0,7,94,1,11,29
Naga Hamaraja,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,1 min.,15731.0,16499.0,114,1,3,82,1,10,18
Shishido Journey,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,3 min.,12029.0,15571.0,161,0,11,88,3,16,43
Kawawawawawada,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,2 min.,14916.0,16031.0,136,0,4,103,0,9,20
Kekkonshiki no Tori Movie,6.509999194911844,Music,Special,1.0,Space Shower Music,Madhouse,Original,1 min.,14924.0,16450.0,115,0,4,85,1,9,16
Sayonara Nyuunanzai,6.509999194911844,Music,Music,1.0,Space Shower Music,Madhouse,Original,3 min.,11846.0,15967.0,139,0,7,102,0,8,22
Overlord Movie: Manner Movie,6.85,Comedy,Special,1.0,Space Shower Music,Madhouse,Light novel,1 min.,4216.0,4133.0,15256,16,732,6807,264,283,7170
Shining☆Romance,6.5,Music,Music,1.0,Broccoli,Production IMS,Visual novel,5 min.,5906.0,9960.0,1242,3,35,814,19,48,326
Force Live,6.68,Music,Music,1.0,Broccoli,Production IMS,Visual novel,4 min.,4987.0,9111.0,1799,5,47,948,24,47,733
Hifuu Katsudou Kiroku: The Sealed Esoteric History,7.23,"Magic, Fantasy",OVA,11.525519183386132,Broccoli,Production IMS,Game,30 min.,2636.0,6407.0,5131,24,972,0,450,114,3595
Shinmai Maou no Testament Departures,6.94,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1.0,"AT-X, Nippon Columbia, KlockWorx, Toranoana, Glovision, Sony PCL, Kadokawa Media House, Sun TV, Kadokawa",Production IMS,Light novel,59 min.,3861.0,2040.0,58979,124,1903,37782,591,392,18311
Kyonyuu Dosukebe Gakuen,6.49,Hentai,OVA,2.0,"AT-X, Nippon Columbia, KlockWorx, Toranoana, Glovision, Sony PCL, Kadokawa Media House, Sun TV, Kadokawa",Satelight,Visual novel,16 min. per ep.,1260.0,6034.0,5978,21,597,3051,306,211,1813
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.87,"Sci-Fi, Music, Slice of Life, Comedy",Special,4.0,"Memory-Tech, Bushiroad, MAGES., King Records, Kinyosha",Satelight,Original,7 min. per ep.,4149.0,7429.0,3533,2,171,1782,68,68,1444
Kimitachi wa Dou Ikiru ka,6.509999194911844,Drama,Movie,1.0,"Memory-Tech, Bushiroad, MAGES., King Records, Kinyosha",Wit Studio,Original,7 min. per ep.,1261.0,8601.0,2226,0,0,0,0,0,2226
Yumearu Ugoku Ehon,6.509999194911844,"Kids, Fantasy",ONA,11.525519183386132,Yumearu,Wit Studio,Other,3 min.,13091.0,16306.0,126,0,35,0,11,40,40
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.76,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1.0,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",Wit Studio,Manga,2 hr.,903.0,2448.0,43227,82,1109,17792,560,542,23224
Free!: Dive to the Future,7.59,"Comedy, Drama, School, Slice of Life, Sports",TV,12.0,Heart Company,"Kyoto Animation, Animation Do",Original,23 min. per ep.,1312.0,1275.0,113969,529,8253,64505,4058,3096,34057
Yuuwaku★Office Lover 2,6.509999194911844,"Drama, Romance",ONA,10.0,Anime Beans,pH Studio,Visual novel,4 min. per ep.,13075.0,10606.0,934,6,62,57,26,51,738
Mighty Thor: Battle Royale,6.509999194911844,"Fantasy, Parody",ONA,1.0,Anime Beans,pH Studio,Other,2 min.,15534.0,13859.0,267,3,11,138,2,35,81
Hashire! Osomatsu-san,6.12,"Comedy, Parody",Special,3.0,Anime Beans,pH Studio,Other,30 sec. per ep.,7697.0,10006.0,1213,1,53,404,26,47,683
Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,5.49,"Sci-Fi, Comedy, Parody",ONA,1.0,Anime Beans,pH Studio,Other,4 min.,9682.0,11467.0,651,0,24,295,20,59,253
Boku wa Mada 7-sai Datta,6.26,Music,Music,1.0,Warner Music Japan,pH Studio,Music,3 min.,7046.0,14263.0,240,0,5,189,1,10,35
Yakan Gakkou no Ura-sensei,6.509999194911844,"School, Supernatural",ONA,1.0,comico,T-Rex,Web manga,1 min.,12943.0,15186.0,184,0,9,110,1,18,46
Pastel Kazoku,6.509999194911844,Comedy,ONA,1.0,comico,T-Rex,Web manga,1 min.,11480.0,15174.0,183,0,9,115,1,13,45
Youkoso! Sukebe Elf no Mori e,7.53,"Harem, Hentai, Supernatural, Fantasy",OVA,4.0,comico,T-Rex,Visual novel,16 min. per ep.,1262.0,4104.0,15640,220,5506,4641,1169,668,3656
Do S na Seitokaichou-sama ga M Note ni Shihai Saremashita.,6.43,"Hentai, School",OVA,4.0,PoRO,Mili Pictures,Light novel,21 min. per ep.,1263.0,6758.0,4514,12,869,1819,344,257,1225
Shen Qi Huan Qi Tan,6.509999194911844,"Action, Adventure, Fantasy, Magic, Mystery, School, Supernatural",ONA,24.0,Tencent Penguin Pictures,Mili Pictures,Manga,15 min. per ep.,11926.0,7805.0,3021,9,340,116,107,106,2352
Felix x Kamiusagi Rope,6.509999194911844,"Slice of Life, Comedy",ONA,11.525519183386132,Tencent Penguin Pictures,Xebec,Original,2 min.,13965.0,14143.0,253,0,58,0,28,54,113
Naisho no Hanashi,6.25,Music,Music,1.0,Sony Music Entertainment,Xebec,Music,4 min.,7126.0,6802.0,4425,0,132,2623,68,92,1510
Yuragi-sou no Yuuna-san,7.06,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,12.0,"Aniplex, Shueisha, BS11",Xebec,Manga,23 min. per ep.,3428.0,798.0,186687,567,14559,99230,5243,8773,58882
Shimajirou Movie: Mahou no Shima no Daibouken,6.509999194911844,Kids,Movie,1.0,"Aniplex, Shueisha, BS11",The Answer Studio,Original,23 min. per ep.,11957.0,15559.0,162,0,9,39,6,31,77
Mameneko,6.06,Slice of Life,TV,12.0,"Studio A-CAT, On-Lead",Charaction,Manga,3 min. per ep.,8005.0,10107.0,1173,0,92,323,22,144,592
Fate/Apocrypha Recaps,6.39,"Action, Historical, Supernatural, Drama, Magic, Fantasy",Special,2.0,"Studio A-CAT, On-Lead",A-1 Pictures,Light novel,24 min. per ep.,6465.0,4398.0,13147,21,556,5641,214,359,6377
Doraemon: Benkyou Heya no Tsuribori,6.13,"Comedy, Kids, Sci-Fi, Shounen",Special,1.0,"Studio A-CAT, On-Lead",Sparkly Key Animation Studio,Manga,12 min.,7664.0,11914.0,540,0,12,287,18,43,180
Drive Agent Personal: Shiawase wo Mamoru Mono,6.509999194911844,Drama,ONA,1.0,"Studio A-CAT, On-Lead",Sparkly Key Animation Studio,Original,1 min.,13881.0,13622.0,290,0,15,169,2,23,81
Qin Shi Ming Yue: Tian Xing Jiu Ge,7.21,"Action, Fantasy, Historical, Martial Arts",ONA,60.0,"Studio A-CAT, On-Lead",Sparkly Key Animation Studio,Original,15 min. per ep.,2714.0,10045.0,1201,9,190,265,55,89,602
(a long day of) Mr. Calpaccio,6.509999194911844,Dementia,Movie,1.0,"Studio A-CAT, On-Lead",Seven,Original,12 min.,13180.0,16098.0,133,0,4,61,5,26,37
Capsule Samurai,6.509999194911844,"Comedy, Music, Samurai",TV,40.0,NHK,Seven,Original,40 sec. per ep.,13533.0,16217.0,128,0,4,46,8,32,38
Shikato,6.509999194911844,"Comedy, Kids",TV,135.0,Fuji TV,Seven,Original,30 sec. per ep.,11953.0,16724.0,104,2,7,36,3,30,28
Real Eroge Situation! The Animation,7.22,Hentai,OVA,2.0,Pink Pineapple,Seven,Visual novel,27 min. per ep.,1264.0,5360.0,8036,63,1340,3598,483,324,2291
Dragon Egg,6.509999194911844,"Action, Sci-Fi, Kids",TV,52.0,Pink Pineapple,pH Studio,Original,24 min. per ep.,13875.0,14432.0,229,0,29,28,11,53,108
Koisuru Shirokuma Tokubetsu-ban,6.49,"Comedy, Josei",ONA,3.0,Pink Pineapple,pH Studio,Manga,1 min. per ep.,5967.0,10633.0,930,1,112,206,54,64,494
Genki-kun no Christmas @ Tokyo-eki,5.16,Slice of Life,ONA,1.0,Terada Mokei,pH Studio,Original,2 min.,10391.0,14410.0,230,0,6,172,0,13,39
Genki-kun no Oshougatsu @ Tokyo-eki,5.21,Slice of Life,ONA,1.0,Terada Mokei,pH Studio,Original,5 min.,10298.0,14798.0,204,0,6,152,0,11,35
1/100 Rice Planting,4.85,Slice of Life,ONA,1.0,Terada Mokei,pH Studio,Original,9 min.,10728.0,11650.0,612,0,10,482,3,36,81
1/100 Shibuya Crossing,5.14,Slice of Life,ONA,1.0,Terada Mokei,pH Studio,Original,2 min.,10399.0,11699.0,595,1,9,475,5,32,74
1/100 Train Station,5.17,Slice of Life,ONA,1.0,Terada Mokei,pH Studio,Original,2 min.,10352.0,11637.0,609,0,10,474,6,37,82
Aurora wo Mita Kyouryuu-tachi,6.509999194911844,Adventure,Movie,1.0,D & D Pictures,pH Studio,Original,35 min.,13352.0,16537.0,111,0,6,29,2,30,44
Hiragana Danshi,6.509999194911844,Music,Movie,1.0,D & D Pictures,Gonzo,Other,57 min.,14443.0,9456.0,1576,3,61,66,25,41,1383
MTV Ident: Horny,4.38,"Dementia, Ecchi",Special,1.0,D & D Pictures,Gonzo,Original,15 sec.,10969.0,12235.0,481,0,7,391,3,15,65
Robotic Girl,5.92,Music,Music,1.0,Miraicha Records,Gonzo,Music,4 min.,8476.0,13208.0,326,0,14,215,3,11,83
Kakushin,5.32,"Music, Shounen Ai",ONA,1.0,Miraicha Records,Gonzo,Original,3 min.,10109.0,10994.0,799,2,29,364,8,42,356
Kakuriyo no Yadomeshi,7.5,"Demons, Drama, Romance, Supernatural",TV,26.0,"flying DOG, Kadokawa",Gonzo,Novel,23 min. per ep.,1588.0,1383.0,101513,946,15015,41433,5027,6839,33199
Juvenile Pornography The Animation,6.46,Hentai,OVA,1.0,BOOTLEG,Office Takeout,Manga,16 min.,1265.0,5792.0,6660,56,551,4696,276,231,906
91 Daze,5.63,"Comedy, Historical",Special,7.0,BOOTLEG,Shuka,Original,2 min. per ep.,9318.0,7776.0,3048,3,87,1699,70,121,1071
Happy☆Twinkle,6.509999194911844,"Fantasy, Magic, Music",Music,1.0,"Sanrio, Sega","pH Studio, D & D Pictures",Original,3 min.,14288.0,13232.0,329,3,12,163,6,22,126
Shimajirou to Tanjoubi no Ohoshi-sama,6.509999194911844,"Adventure, Kids, Space",Movie,1.0,Benesse Corporation,"pH Studio, D & D Pictures",Original,25 min.,11968.0,16567.0,111,0,7,35,3,28,38
Detective Conan: The Magician of Starlight,6.51,Space,Movie,1.0,Benesse Corporation,D & D Pictures,Manga,25 min.,5827.0,8810.0,2000,0,83,547,67,81,1222
Osomatsu-san Short Film Series 2nd Season,6.02,"Comedy, Parody",Special,4.0,Avex Pictures,CG Year,Manga,2 min. per ep.,8177.0,8997.0,1897,4,78,306,40,68,1405
